,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
5068,Thailand,H380128,2014-04-17,2014,4,17,31.0,7.65,3.833333333333397,10.71,0.383812375249501,0.1342821883998354,0.4939060461070031,0.0498593350383631,0.5718475073313782,0.4494375000000001,0.0670414324380595,0.0411764705882352,0.0141681901279707,0.0349875044626918,5.17,3.535714285714287
5040,Thailand,H050104,2014-04-17,2014,4,17,28.0,7.96,19.000000000000057,14.21,0.7716966067864272,0.3528753599341835,0.2888777729447586,0.0697851662404092,1.4956011730205276,0.052875,0.0712117426608369,0.1514705882352941,0.0172151127361365,0.0742591931453052,6.9,2.4642857142857157
2261,Cambodia,H019802,2014-04-22,2014,4,22,31.5,7.47,5.500000000000019,18.87,0.9606579849211788,0.4737491432488008,0.3666,0.0482,1.46624390243902,0.1908344733242134,0.2978243,0.0816792,0.04642,0.0315737999999999,7.86950634284787,0.2710280373831767
3683,Lao PDR,H230103,2014-04-23,2014,4,23,27.1,7.35,12.0,12.7,0.75,0.26,0.26,0.03,1.04,0.08,0.15,0.12,0.02,0.01,7.73,2.4
2271,Cambodia,H019807,2014-04-23,2014,4,23,32.0,7.5,5.500000000000019,18.81,0.9326936257710762,0.5609321453050035,0.3558,0.0452,1.46721951219512,0.20109439124487,0.3030401,0.0492248,0.0397,0.0238913999999999,7.420997985754137,0.3738317757009332
2266,Cambodia,H019806,2014-04-23,2014,4,23,32.0,7.63,7.500000000000007,18.88,1.0165867032213844,0.5510623714873206,0.3683999999999999,0.047,1.36975609756097,0.20109439124487,0.3134717,0.0608881,0.050452,0.0302934,7.575679916687454,0.7289719626168218
2300,Cambodia,H033401,2014-04-23,2014,4,23,31.5,7.68,4.50000000000006,19.31,1.006716929403701,0.2714187799862921,0.4044,0.0451,1.34829268292682,0.2308481532147742,0.2813076,0.0710300999999999,0.18082,0.3119814,7.421072645761511,5.663551401869158
3689,Lao PDR,H320101,2014-04-24,2014,4,24,27.1,6.52,19.0,15.6,0.47,0.06,0.04,0.02,0.42,0.01,0.12,0.09,0.02,0.01,4.25,1.2
3693,Lao PDR,H350101,2014-04-24,2014,4,24,31.7,7.21,12.0,6.5,1.05,0.45,0.29,0.06,1.4,0.14,0.16,0.03,0.05,0.01,2.93,1.8
2280,Cambodia,H020102,2014-04-24,2014,4,24,31.1,7.28,73.50000000000003,8.63,0.3339273474982865,0.264838930774503,0.2694,0.0392,0.596829268292682,0.1559507523939808,0.1961162,0.2465228,0.2863759999999999,0.3075,3.3228778526046945,4.635514018691589
3669,Lao PDR,H013401,2014-04-24,2014,4,24,27.7,7.96,53.0,17.0,1.14,0.44,0.29,0.04,1.28,0.17,0.31,0.13,0.05,0.023,7.03,1.2
2285,Cambodia,H020103,2014-04-24,2014,4,24,31.8,6.71,161.99999999999991,7.72,0.3947909527073338,0.1217272104180945,0.209,0.042,0.50250243902439,0.1703146374829001,0.1474354,0.2931759999999999,0.04642,0.301098,4.9775894918263965,2.990654205607476
2318,Cambodia,H440102,2014-04-25,2014,4,25,29.0,6.83,5.000000000000004,4.941,0.2187799862919808,0.0542837559972584,0.1742,0.0348,0.2829268292682927,0.0328317373461012,0.1752835,0.1805636999999999,0.034996,0.0283728,7.389958218820078,0.5607476635514016
2323,Cambodia,H440103,2014-04-25,2014,4,25,29.0,7.24,18.000000000000032,5.57,0.1743660041124057,0.1069225496915695,0.2643,0.0338,0.3121951219512195,0.0369357045143638,0.1804993,0.0963851,0.030964,0.1519314,9.710160336199886,0.0186915887850463
2329,Cambodia,H450101,2014-04-25,2014,4,25,29.0,6.78,5.499999999999949,6.3,0.2072652501713502,0.146401644962303,0.2553,0.0295,0.3707317073170733,0.136935704514363,0.1352651999999999,0.100949,0.034996,0.1327254,9.834042545958503,0.0373831775700926
3698,Lao PDR,H390105,2014-04-25,2014,4,25,25.0,7.25,13.0,8.0,1.02,0.57,0.06,0.09,1.5,0.01,0.14,0.04,0.04,0.06,7.24,1.6
2312,Cambodia,H430102,2014-04-25,2014,4,25,28.2,7.48,34.999999999999964,7.87,0.3076079506511309,0.3355723098012337,0.1778,0.033,0.6595121951219515,0.0410396716826265,0.1074476,0.1450666999999999,0.033652,0.0494994,10.096700164359335,0.0
3678,Lao PDR,H100101,2014-04-28,2014,4,28,25.6,6.47,3.9,26.0,1.24,0.55,0.52,0.04,1.89,0.37,0.19,0.02,0.01,0.02,5.83,1.6
5047,Thailand,H290103,2014-05-14,2014,5,14,28.0,7.88,10.50000000000002,28.2,1.9828393213572848,0.7802303578774168,0.7221879077859941,0.0471994884910485,2.009925558312656,0.6663385049365302,0.6769623152196543,0.2660385823239121,0.0829340822732529,0.1709593131765584,6.05,1.4823529411764709
5055,Thailand,H310102,2014-05-14,2014,5,14,30.0,7.65,0.4999999999999449,13.49,0.1914199395770393,0.1862854792266557,0.754675946063506,0.0479488491048593,0.6327543424317619,0.5466461538461538,0.0902935665209244,0.0417227456258411,0.0366760284156616,0.2344158268010451,6.1,4.658823529411765
5041,Thailand,H050104,2014-05-14,2014,5,14,30.6,7.97,70.00000000000006,12.62,0.7860129740518962,0.3500370218017277,0.3413788603740757,0.0937774936061381,1.2655086848635235,0.0934499294781382,0.0722444305642306,0.2092119036937341,0.0531967619362299,0.1746920492721164,9.65,7.411764705882353
5029,Thailand,H013801,2014-05-14,2014,5,14,30.0,7.93,14.000000000000124,23.2,1.7644161676646706,0.67337721102427,0.4583949543279687,0.0404961636828644,1.7121588089330029,0.3629647390691114,0.6324942744118259,0.2809929714371168,0.0300677350074343,0.0365808137364688,6.6,1.270588235294119
3690,Lao PDR,H320101,2014-05-16,2014,5,16,27.9,7.32,21.0,8.22,0.54,0.06,0.01,0.02,0.38,0.05,0.16,0.1,0.08,0.02,5.65,1.9
3694,Lao PDR,H350101,2014-05-16,2014,5,16,30.5,6.9,48.0,9.1,0.96,0.35,0.2,0.06,0.96,0.16,0.33,0.19,0.02,0.02,6.23,2.7
3673,Lao PDR,H013900,2014-05-20,2014,5,20,25.4,7.56,80.0,19.0,1.22,0.55,0.4,0.05,1.62,0.28,0.38,0.32,0.02,0.02,8.1,0.19
3679,Lao PDR,H100101,2014-05-20,2014,5,20,29.0,6.25,7.7,23.7,1.62,0.48,0.37,0.05,1.98,0.25,0.13,0.46,0.02,0.01,5.7,1.6
3684,Lao PDR,H230103,2014-05-21,2014,5,21,28.9,7.42,2.7,15.2,1.27,0.29,0.07,0.03,1.2,0.31,0.05,0.12,0.01,0.01,4.28,0.77
2313,Cambodia,H430102,2014-05-25,2014,5,25,32.0,7.51,45.00000000000004,7.01,0.3483253588516747,0.2105263157894737,0.1594,0.037,0.5217391304347825,0.0442083618917066,0.1503449999999999,0.1759639999999999,0.0213035,0.0741758,8.621320722396472,2.533049040511728
2292,Cambodia,H020107,2014-05-25,2014,5,25,31.1,7.09,100.99999999999996,17.7,0.816172248803828,0.463732057416268,0.4411999999999999,0.0474,1.0535265700483,0.268334475668266,0.359529,0.253567,0.1440199999999999,0.0274928,6.783417582701809,2.168443496801708
2330,Cambodia,H450101,2014-05-26,2014,5,26,29.0,7.19,48.00000000000006,6.97,0.260909090909091,0.202392344497608,0.1404999999999999,0.0336,0.452173913043478,0.0884167237834133,0.1563159999999999,0.1333369999999999,0.0236438,0.0941828,8.560450347341321,2.993603411513861
2324,Cambodia,H440103,2014-05-26,2014,5,26,29.0,6.98,55.00000000000005,7.88,0.2717703349282297,0.2947368421052632,0.1387,0.0341,0.5468599033816424,0.071967100753941,0.1494919999999999,0.1464529999999999,0.0369055,0.0695075,6.553658112546985,3.895522388059704
2319,Cambodia,H440102,2014-05-26,2014,5,26,30.0,7.06,46.0,7.88,0.3291866028708134,0.2373205741626795,0.1548999999999999,0.0358,0.5314009661835748,0.0904729266620973,0.175216026,0.0857959999999999,0.0618686999999999,0.0428315,6.9513496775056485,2.6289978678038404
5019,Thailand,H013101,2014-06-16,2014,6,16,29.0,7.73,91.66666666666656,20.7,1.2000000000000002,0.4458715596330276,0.4265680730752502,0.0320076726342711,1.4869888475836437,0.2417142857142858,0.5072204871955027,0.3661081251975971,0.0440744368266405,0.1088508208422555,6.92,3.894736842105263
5056,Thailand,H310102,2014-06-16,2014,6,16,31.0,7.05,13.999999999999986,12.95,0.4073394495412844,0.3302752293577982,0.6596172248803828,0.0587877237851662,0.7806691449814128,0.5371428571428573,0.0768769519050593,0.0294024660132785,0.2458374142997061,0.0624553890078515,4.63,5.789473684210527
5030,Thailand,H013801,2014-06-16,2014,6,16,28.5,7.74,158.16666666666674,19.37,1.089908256880734,0.5119266055045872,0.3712179208351457,0.0377877237851662,1.3754646840148703,0.188,0.4669748074120341,0.3566234587417008,0.0284035259549461,0.1195574589578872,6.23,4.736842105263158
5042,Thailand,H050104,2014-06-16,2014,6,16,27.8,7.64,133.33333333333323,13.23,0.655045871559633,0.3522935779816514,0.3623488473249238,0.1237902813299232,1.1524163568773238,0.1074285714285714,0.0941057672288153,0.2902307935504267,0.0773751224289912,0.2373304782298358,6.62,7.263157894736843
3685,Lao PDR,H230103,2014-06-19,2014,6,19,27.6,7.18,71.0,16.7,1.07,0.21,0.03,0.023,0.95,0.1,0.19,0.12,0.05,0.01,5.12,1.4
2304,Cambodia,H033402,2014-06-24,2014,6,24,30.0,7.34,66.00000000000009,16.5,0.8453900709219857,0.4293144208037827,0.3882,0.0748,1.2980769230769231,0.1826265389876881,0.1799915999999999,0.1787152,0.3678464,0.2407825,7.34355525775038,2.0174102285092497
2267,Cambodia,H019806,2014-06-24,2014,6,24,30.0,7.28,140.9999999999999,15.7,0.875886524822695,0.2912529550827424,0.3316,0.0458,0.99,0.1785225718194254,0.296838,0.0546863999999999,0.0190064,0.1642269999999999,6.8188071452199805,1.4689880304679002
2272,Cambodia,H019807,2014-06-24,2014,6,24,31.0,7.43,130.0,15.64,0.953191489361702,0.2817966903073284,0.3334,0.0438,1.2480769230769233,0.1682626538987688,0.287986,0.0951408,0.0073783999999999,0.1528149999999999,7.836586832408545,1.4298150163220886
2308,Cambodia,H033403,2014-06-24,2014,6,24,30.5,7.32,67.00000000000011,15.81,0.839952718676123,0.3687943262411345,0.2922,0.046,1.14230769230769,0.250779753761969,0.1994659999999999,0.2260992,0.063968,0.2721654999999999,6.988450448169342,1.5669205658324263
2257,Cambodia,H019801,2014-06-25,2014,6,25,31.0,7.36,136.0,14.42,0.7943262411347517,0.21813238770685,0.3261999999999999,0.044,0.95,0.1538987688098495,0.279134,0.3915423999999999,0.0182311999999999,0.178492,8.098901746091506,1.6060935799782363
2253,Cambodia,H014901,2014-06-25,2014,6,25,29.2,7.25,130.0,14.1,0.807801418439716,0.217044917257683,0.2974,0.0412,0.92,0.218009575923392,0.2428408,0.303704,0.0244328,0.190855,8.93213735426092,1.919477693144722
2331,Cambodia,H450101,2014-06-25,2014,6,25,28.0,7.27,46.99999999999996,4.47,0.1853427895981087,0.0794326241134751,0.1459999999999999,0.0327,0.2903846153846153,0.0502735978112175,0.1206832,0.2798256,0.0073783999999999,0.0805389999999999,7.914415294438906,1.3710554951033738
2276,Cambodia,H020101,2014-06-25,2014,6,25,30.7,7.19,22.999999999999964,15.03,0.8094562647754137,0.274468085106383,0.3568,0.0655999999999999,1.0192307692308,0.1867305061559507,0.323394,0.2081368,0.0159056,0.1266625,7.683350046845218,2.702937976060936
2281,Cambodia,H020102,2014-06-25,2014,6,25,30.0,7.37,81.99999999999999,14.45,0.8472813238770687,0.3479905437352244,0.2523999999999999,0.0418,1.205769230769231,0.1580027359781121,0.23180828,0.040988,0.0453631999999999,0.1123975,6.818724876441515,1.5865070729053312
2293,Cambodia,H020107,2014-06-25,2014,6,25,21.1,7.38,60.99999999999994,6.88,0.359338061465721,0.119385342789598,0.1712,0.0185,0.396280769230769,0.1087551299589603,0.1012087999999999,0.1100647999999999,0.0655184,0.367445,7.420560975609757,1.645266594124048
2262,Cambodia,H019802,2014-06-25,2014,6,25,29.0,7.37,146.99999999999991,13.84,0.860756501182033,0.229125295508274,0.3208,0.045,0.974,0.125341997264021,0.2711672,0.325024,0.0376112,0.1808695,8.686548737398295,1.5865070729053312
2314,Cambodia,H430102,2014-06-25,2014,6,25,26.5,7.28,152.99999999999994,4.34,0.1494089834515366,0.1153664302600472,0.1342999999999999,0.0354,0.2769230769230769,0.0492476060191518,0.0914716,0.0789376,0.0042775999999999,0.0643719999999999,8.006834991864999,1.5081610446137117
2325,Cambodia,H440103,2014-06-25,2014,6,25,28.5,7.29,52.0000000000001,5.0,0.1664302600472813,0.1229314420803782,0.1478,0.0349,0.3019230769230769,0.0400136798905608,0.1038644,0.1774359999999999,0.0042775999999999,0.2621799999999999,7.822021974363244,1.3514689880304689
2286,Cambodia,H020103,2014-06-26,2014,6,26,29.5,7.25,84.00000000000004,16.06,0.8321513002364067,0.4690307328605201,0.3704,0.0428,1.307692307692308,0.1990424076607387,0.2446388,0.0426936,0.0314096,0.1242849999999999,7.775480086434697,1.762785636561479
2290,Cambodia,H020106,2014-06-26,2014,6,26,30.8,7.4,81.0000000000001,15.57,0.8964539007092199,0.408747044917257,0.2667999999999999,0.0414,1.438461538461539,0.1908344733242134,0.13287052,0.0490896,0.036836,0.1266625,8.531638945953485,1.9390642002176268
5031,Thailand,H013801,2014-07-15,2014,7,15,28.0,7.42,89.83333333333329,14.73,0.7948051948051947,0.3777622377622378,0.3105350152240104,0.0323452685421994,1.2267657992565055,0.188,0.2379512804497189,0.1859099804305283,0.0193091968372867,0.1182716953496887,5.63,4.023529411764707
5020,Thailand,H013101,2014-07-15,2014,7,15,28.5,7.46,117.99999999999996,14.13,0.722077922077922,0.2753246753246753,0.4066855154414963,0.0322046035805626,1.003717472118959,0.2685714285714286,0.2493295856756194,0.169351196748457,0.0176446109030378,0.1109483705602343,6.59,5.505882352941177
5069,Thailand,H380128,2014-07-15,2014,7,15,30.0,7.1,28.333333333333336,7.55,0.1766233766233766,0.2077922077922077,0.4505263157894737,0.049923273657289,0.483271375464684,0.3222857142857143,0.0655465334166146,0.1181695017311455,0.0792342904702455,0.1072867081655071,5.48,7.411764705882353
5057,Thailand,H310102,2014-07-15,2014,7,15,29.0,7.11,46.83333333333345,7.1,0.2233766233766233,0.1506493506493506,0.3454066985645933,0.0416419437340153,0.483271375464684,0.2685714285714286,0.0491734332708723,0.0609664308294445,0.0451102788181439,0.1658733064811424,6.25,6.564705882352943
5062,Thailand,H380104,2014-07-15,2014,7,15,30.0,7.09,32.833333333333464,12.53,0.2701298701298701,0.1379761415055533,0.8263679860809048,0.0758542199488491,0.483271375464684,0.6177142857142858,0.0874744951072246,0.1708565407195544,0.0667498959633791,0.1988282680336872,6.11,6.352941176470589
5048,Thailand,H290103,2014-07-15,2014,7,15,29.0,7.31,63.999999999999964,12.43,0.218567864271457,0.1207157548334019,0.9330535015224012,0.0719565217391304,0.3345724907063196,0.8057142857142858,0.0796668748698729,0.0805359024537106,0.0476071577195172,0.0560234346393262,4.81,6.564705882352943
3670,Lao PDR,H013401,2014-07-18,2014,7,18,27.4,7.35,143.0,11.1,1.21,0.18,0.01,0.04,0.96,0.08,0.27,0.4,0.02,0.07,3.02,6.9
3674,Lao PDR,H013900,2014-07-22,2014,7,22,26.8,7.01,134.0,16.7,1.02,0.18,0.01,0.06,0.64,0.11,0.5,0.23,0.04,0.2,7.31,2.0
3686,Lao PDR,H230103,2014-07-25,2014,7,25,28.9,7.11,15.0,12.7,1.2,0.18,0.09,0.02,1.13,0.11,0.13,0.27,0.02,0.15,3.09,4.8
3665,Lao PDR,H010500,2014-08-15,2014,8,15,24.9,8.13,84.0,23.7,1.57,0.18,0.12,0.05,1.4,0.1,0.5,0.4,0.01,0.09,5.59,3.7
3695,Lao PDR,H350101,2014-08-15,2014,8,15,28.7,6.69,100.0,6.4,0.54,0.25,0.03,0.05,0.6,0.01,0.33,0.18,0.01,0.06,2.43,4.5
3691,Lao PDR,H320101,2014-08-15,2014,8,15,26.6,7.51,35.0,16.7,1.9,0.12,0.01,0.02,1.78,0.01,0.11,0.16,0.01,0.03,2.69,3.9
3671,Lao PDR,H013401,2014-08-15,2014,8,15,27.1,7.35,65.0,14.5,1.82,0.13,0.02,0.04,1.4,0.01,0.46,0.12,0.01,0.04,2.66,9.4
5049,Thailand,H290103,2014-08-18,2014,8,18,30.0,7.42,27.83333333333325,8.03,0.1864321357285429,0.0941587823940765,0.600034797738147,0.0386675191815856,0.3268765133171913,0.4715409836065573,0.0407849260878617,0.0189197930142302,0.0373844861383366,0.0344827586206896,4.33,4.105263157894737
5015,Thailand,H010501,2014-08-18,2014,8,18,25.6,7.26,243.0,12.91,1.043947105788423,0.3662690250925545,0.2585341452805568,0.0424015345268542,1.198547215496368,0.1109508196721311,0.2481324172392254,0.3940815006468305,0.0247829739568748,0.1898446381205001,8.33,4.526315789473685
5070,Thailand,H380128,2014-08-18,2014,8,18,31.5,7.19,38.1666666666667,6.58,0.2414920159680638,0.0956890168654874,0.393536320139191,0.0390102301790281,0.4721549636803874,0.2773770491803278,0.0446887362065375,0.1207956015523932,0.0569868384206104,0.0572186434255399,4.14,5.578947368421053
5021,Thailand,H013101,2014-08-18,2014,8,18,29.0,7.37,175.9999999999999,11.27,0.8828093812375251,0.265668449197861,0.2975467594606351,0.0290230179028132,0.9443099273607748,0.3054753173483779,0.1357235061419945,0.2372250970245795,0.0205824698963875,0.1178476695718074,6.23,4.947368421052633
5063,Thailand,H380104,2014-08-18,2014,8,18,31.0,7.23,12.500000000000082,7.470000000000001,0.2677694610778443,0.1017770464829288,0.457568508046977,0.0430537084398977,0.4721549636803874,0.3605901639344262,0.0540599625234228,0.0949223803363518,0.0611873424810977,0.0685865858279651,4.43,6.000000000000001
5058,Thailand,H310102,2014-08-18,2014,8,18,31.0,7.3,28.66666666666677,5.98,0.3120359281437125,0.1111394487865076,0.2689647672901262,0.0295626598465473,0.5084745762711864,0.2219016393442623,0.0350739121382469,0.0528783958602846,0.0443853262391486,0.0344827586206896,5.94,4.315789473684212
5032,Thailand,H013801,2014-08-18,2014,8,18,28.0,7.38,149.16666666666663,11.65,1.0139171656686627,0.2894446729740847,0.2101739886907351,0.0251892583120204,1.12590799031477,0.2282708039492242,0.1200395586092025,0.2420763260025873,0.0219826379165499,0.110269041303524,5.99,4.7368421052631575
5043,Thailand,H050104,2014-08-18,2014,8,18,28.4,7.46,239.3333333333333,6.82,0.43812874251497,0.2138543809132044,0.1866463679860809,0.0624398976982097,0.7990314769975788,0.0277377049180327,0.0436206537580678,0.1935640362225097,0.0345841500980117,0.2504736642667677,7.26,7.894736842105264
3680,Lao PDR,H100101,2014-08-19,2014,8,19,26.3,6.15,306.0,21.1,1.7,0.33,0.07,0.07,1.6,0.01,0.4,0.26,0.01,0.06,5.83,4.5
3675,Lao PDR,H013900,2014-08-19,2014,8,19,27.4,7.3,134.0,15.2,1.07,0.17,0.07,0.05,0.98,0.03,0.33,0.31,0.01,0.04,8.01,4.3
3687,Lao PDR,H230103,2014-08-19,2014,8,19,29.2,7.26,6.0,13.6,0.76,0.16,0.05,0.13,1.04,0.01,0.15,0.34,0.01,0.12,3.46,2.1
3700,Lao PDR,H910108,2014-08-19,2014,8,19,30.7,6.82,28.0,15.7,0.97,0.14,0.34,0.08,0.51,0.56,0.6,0.1,0.01,0.08,1.94,5.4
6040,Viet Nam,H039803,2014-09-15,2014,9,15,29.3,7.08,99.0,10.59,0.62,0.1999999999999999,0.256,0.029,0.936,0.15,0.041,0.283,0.027,0.133,6.56,3.16
6030,Viet Nam,H019804,2014-09-15,2014,9,15,29.2,7.19,148.0,10.03,0.53,0.275,0.26,0.027,0.927,0.161,0.008,0.348,0.019,0.173,6.57,2.92
6026,Viet Nam,H019803,2014-09-15,2014,9,15,27.7,7.38,119.0,11.26,0.68,0.235,0.258,0.026,0.897,0.234,0.013,0.279,0.069,0.187,6.64,4.4
6044,Viet Nam,H440202,2014-09-15,2014,9,15,23.5,7.08,26.0,2.81,0.11,0.05,0.08,0.039,0.13,0.095,0.024,0.063,0.14,0.079,6.93,1.16
6032,Viet Nam,H019805,2014-09-15,2014,9,15,27.0,7.34,75.0,12.16,0.62,0.24,0.284,0.031,1.006,0.208,0.013,0.58,0.002,0.36,6.34,3.0
6054,Viet Nam,H988115,2014-09-15,2014,9,15,28.0,7.28,105.0,9.79,0.64,0.165,0.247,0.034,0.817,0.125,0.035,0.403,0.167,0.284,6.48,4.32
6057,Viet Nam,H988316,2014-09-15,2014,9,15,29.2,7.46,122.0,9.53,0.55,0.2049999999999999,0.251,0.027,0.877,0.121,0.042,0.487,0.104,0.162,5.1,3.24
6036,Viet Nam,H039801,2014-09-15,2014,9,15,28.7,7.15,126.0,9.8,0.6,0.18,0.22,0.02,0.817,0.176,0.016,0.482,0.085,0.23,6.61,4.32
3676,Lao PDR,H013900,2014-09-16,2014,9,16,26.3,7.56,130.0,17.5,0.27,0.25,0.11,0.05,0.36,0.17,0.25,0.24,0.03,0.01,8.29,2.6
3681,Lao PDR,H100101,2014-09-17,2014,9,17,25.5,6.69,172.0,19.8,0.57,0.4,0.1,0.1,1.04,0.03,0.17,0.37,0.01,0.18,6.1,6.4
3667,Lao PDR,H011200,2014-09-17,2014,9,17,25.8,7.41,130.0,13.6,0.47,0.43,0.11,0.12,0.7,0.09,0.38,0.46,0.01,0.11,5.21,5.3
5064,Thailand,H380104,2014-09-18,2014,9,18,29.0,7.43,30.166666666666607,11.57,0.3829787234042554,0.1174468085106383,0.6005611135276208,0.0510971867007672,0.6265356265356264,0.572676923076923,0.047909639808453,0.1590219224283305,0.0485299326957137,0.0509601181683899,5.83,4.846153846153847
5016,Thailand,H010501,2014-09-18,2014,9,18,26.0,7.4,174.99999999999994,14.419999999999998,0.8460179640718564,0.403404255319149,0.1885384949978251,0.0426138107416879,1.216216216216216,0.1041230769230769,0.3224463876743701,0.339460370994941,0.0201912858660998,0.0878877400295421,9.17,3.8571428571428577
5050,Thailand,H290103,2014-09-18,2014,9,18,30.0,7.75,14.333333333333142,9.64,0.2093617021276596,0.1480851063829787,0.5593736407133536,0.0427902813299232,0.3316953316953316,0.5987076923076923,0.0156943576931084,0.0612141652613828,0.0325894438540559,0.0324963072378138,4.01,3.263736263736265
5059,Thailand,H310102,2014-09-18,2014,9,18,27.0,7.59,17.000000000000142,7.2,0.3319148936170213,0.1685106382978723,0.2294214876033058,0.0244066496163682,0.479115479115479,0.2603076923076923,0.0168915261295023,0.0797639123102866,0.0573857598299681,0.017725258493353,6.21,3.4615384615384617
5044,Thailand,H050104,2014-09-18,2014,9,18,26.8,7.56,167.3333333333332,10.17,0.5004255319148937,0.3421276595744681,0.1698216615919965,0.0621943734015345,1.0319410319410318,0.0520615384615384,0.0335790131168019,0.1556492411467116,0.0343606092809068,0.1802067946824224,6.88,6.626373626373626
5071,Thailand,H380128,2014-09-18,2014,9,18,29.5,7.31,40.3333333333334,10.76,0.3217021276595745,0.1736170212765957,0.5535885167464115,0.0495063938618925,0.5159705159705159,0.5206153846153846,0.0431709348323964,0.202866779089376,0.0396741055614594,0.0509601181683899,5.68,4.648351648351648
5022,Thailand,H013101,2014-09-18,2014,9,18,30.5,7.59,141.83333333333331,12.08,0.6382978723404256,0.3472340425531915,0.2494693344932579,0.0347647058823529,1.0319410319410318,0.2082461538461538,0.130120757859671,0.2720067453625632,0.0201912858660998,0.0989660265878877,6.16,4.252747252747254
5033,Thailand,H013801,2014-09-18,2014,9,18,29.0,7.62,138.16666666666657,12.56,0.6995744680851065,0.4442553191489363,0.1821966072205306,0.0329590792838874,1.1425061425061422,0.1561846153846154,0.1186924838642515,0.2585160202360876,0.0148777895855472,0.1063515509601181,6.74,3.8571428571428577
3688,Lao PDR,H230103,2014-09-23,2014,9,23,27.4,6.76,17.0,20.1,0.25,0.21,0.27,0.02,0.44,0.05,0.23,0.18,0.01,0.02,4.15,3.8
3696,Lao PDR,H350101,2014-09-26,2014,9,26,28.2,6.82,171.0,8.0,0.83,0.2,0.01,0.05,0.72,0.02,0.25,0.22,0.01,0.05,6.14,5.8
3672,Lao PDR,H013401,2014-09-26,2014,9,26,27.5,7.25,146.0,15.7,1.45,0.38,0.03,0.05,1.45,0.19,0.1,0.37,0.01,0.02,6.89,1.3
3666,Lao PDR,H010500,2014-09-26,2014,9,26,26.4,7.4,102.0,15.8,0.72,0.43,0.16,0.04,1.02,0.08,0.35,0.3,0.01,0.03,5.0,2.1
3692,Lao PDR,H320101,2014-09-26,2014,9,26,26.0,7.12,91.0,14.4,1.05,0.25,0.01,0.03,1.06,0.01,0.17,0.27,0.01,0.08,5.33,4.1
5060,Thailand,H310102,2014-10-14,2014,10,14,30.0,7.6,5.000000000000004,6.609999999999999,0.3982185628742515,0.1289181406828465,0.2438668986515876,0.0319488491048593,0.4104477611940298,0.425139633286319,0.013487403706017,0.0741989881956155,0.0081993569131832,0.03353428786737,6.49,3.5195530726256994
5023,Thailand,H013101,2014-10-14,2014,10,14,29.0,7.26,108.16666666666669,19.15,1.492450099800399,0.4796380090497738,0.5404349717268377,0.0460639386189258,1.3059701492537312,0.6757461212976023,0.3741703102227774,0.3423271500843171,0.0130225080385852,0.1051243406179351,6.74,4.7262569832402255
5034,Thailand,H013801,2014-10-14,2014,10,14,28.0,7.24,118.99999999999994,18.22,1.389630738522954,0.4484162895927602,0.3572074815137016,0.0395242966751918,1.343283582089552,0.4364710860366713,0.3529544034978139,0.3659359190556492,0.0049839228295819,0.0900527505651846,7.18,7.340782122905031
6027,Viet Nam,H019803,2014-10-15,2014,10,15,28.8,7.63,120.0,11.73,0.66,0.2259999999999999,0.266,0.025,0.897,0.211,0.113,0.54,0.082,0.074,6.73,3.12
6033,Viet Nam,H019805,2014-10-15,2014,10,15,28.6,7.35,93.0,14.48,0.84,0.2340000000000001,0.365,0.047,1.016,0.218,0.093,0.506,0.115,0.095,6.71,4.32
6037,Viet Nam,H039801,2014-10-15,2014,10,15,29.0,7.13,65.0,9.53,0.62,0.125,0.249,0.023,0.765,0.16,0.042,0.325,0.109,0.044,6.35,3.52
6041,Viet Nam,H039803,2014-10-15,2014,10,15,29.6,7.62,63.0,11.28,0.66,0.1599999999999999,0.258,0.031,1.006,0.128,0.049,0.516,0.101,0.086,5.9,2.64
6045,Viet Nam,H440202,2014-10-15,2014,10,15,23.5,7.47,28.0,3.28,0.12,0.0549999999999999,0.087,0.041,0.13,0.103,0.026,0.216,0.033,0.024,6.15,1.32
6058,Viet Nam,H988316,2014-10-15,2014,10,15,29.2,7.69,54.0,10.12,0.68,0.1349999999999999,0.247,0.025,0.947,0.133,0.042,0.316,0.08,0.193,5.57,3.2
6055,Viet Nam,H988115,2014-10-15,2014,10,15,29.1,7.59,46.0,9.49,0.6,0.12,0.261,0.024,0.737,0.212,0.039,0.364,0.126,0.141,5.06,2.8
6048,Viet Nam,H451303,2014-10-15,2014,10,15,22.4,7.26,20.0,9.29,0.27,0.397,0.249,0.03,0.648,0.185,0.056,0.703,0.046,0.033,6.31,1.76
6031,Viet Nam,H019804,2014-10-15,2014,10,15,28.3,7.12,107.0,10.88,0.75,0.2049999999999999,0.251,0.029,0.927,0.145,0.055,0.26,0.187,0.102,6.65,3.12
6051,Viet Nam,H988114,2014-10-15,2014,10,15,27.6,7.65,53.0,10.49,0.65,0.1749999999999999,0.254,0.026,0.897,0.206,0.035,0.371,0.201,0.088,6.44,2.48
3697,Lao PDR,H350101,2014-10-19,2014,10,19,30.3,7.49,20.0,11.0,0.4,0.26,0.04,0.03,0.53,0.1,0.08,0.17,0.01,0.01,7.41,2.1
